X,Y,Depth
343966.1552,4483152.8164,2.4125
343966.3552,4483187.8164,2.688
343966.3552,4483187.6164,2.7123
343966.3552,4483187.4164,2.7524
343966.3552,4483187.2164,2.7752
343966.3552,4483187.0164,2.7828
343966.3552,4483186.8164,2.8016
343966.3552,4483186.6164,2.821
343966.3552,4483186.4164,2.8825
343966.3552,4483186.2164,2.912
343966.3552,4483186.0164,2.9348
343966.3552,4483185.8164,2.9356
343966.3552,4483185.6164,2.921
343966.3552,4483185.4164,2.8866
343966.3552,4483185.2164,2.8636
343966.3552,4483185.0164,2.7908
343966.3552,4483184.8164,2.7823
343966.3552,4483184.6164,2.8019
343966.3552,4483184.4164,2.8203
343966.3552,4483184.2164,2.8372
343966.3552,4483184.0164,2.8629
343966.3552,4483183.8164,2.7759
343966.3552,4483183.6164,2.8083
343966.3552,4483183.4164,2.8204
343966.3552,4483183.2164,2.8193
343966.3552,4483183.0164,2.8685
343966.3552,4483182.8164,2.8642
343966.3552,4483182.6164,2.8384
343966.3552,4483182.4164,2.8385
343966.3552,4483182.2164,2.8424
343966.3552,4483182.0164,2.845
343966.3552,4483181.8164,2.8172
343966.3552,4483181.6164,2.8097
343966.3552,4483181.4164,2.8187
343966.3552,4483181.2164,2.7892
343966.3552,4483181.0164,2.7923
343966.3552,4483180.8164,2.7743
343966.3552,4483180.6164,2.7753
343966.3552,4483180.4164,2.7733
343966.3552,4483180.2164,2.7751
343966.3552,4483180.0164,2.7665
343966.3552,4483179.8164,2.7718
343966.3552,4483179.6164,2.7684
343966.3552,4483179.4164,2.758
343966.3552,4483179.2164,2.7441
343966.3552,4483179.0164,2.7327
343966.3552,4483178.8164,2.7086
343966.3552,4483178.6164,2.7219
343966.3552,4483178.4164,2.7193
343966.3552,4483178.2164,2.7412
343966.3552,4483178.0164,2.724
343966.3552,4483177.8164,2.7114
343966.3552,4483177.6164,2.6993
343966.3552,4483177.4164,2.705
343966.3552,4483177.2164,2.7224
343966.3552,4483177.0164,2.7174
343966.3552,4483176.8164,2.7746
343966.3552,4483176.6164,2.7978
343966.3552,4483176.4164,2.8125
343966.3552,4483176.2164,2.8442
343966.3552,4483176.0164,2.8647
343966.3552,4483175.8164,2.8913
343966.3552,4483175.6164,2.9399
343966.3552,4483175.4164,2.9813
343966.3552,4483175.2164,3.0067
343966.3552,4483175.0164,3.0288
343966.3552,4483174.8164,3.0585
343966.3552,4483174.6164,3.1109
343966.3552,4483174.4164,3.1313
343966.3552,4483174.2164,3.1668
343966.3552,4483174.0164,3.1907
343966.3552,4483173.8164,3.2198
343966.3552,4483173.6164,3.2288
343966.3552,4483173.4164,3.2197
343966.3552,4483173.2164,3.2095
343966.3552,4483173.0164,3.1893
343966.3552,4483172.8164,3.1779
343966.3552,4483172.6164,3.1648
343966.3552,4483172.4164,3.1314
343966.3552,4483172.2164,3.1022
343966.3552,4483172.0164,3.0676
343966.3552,4483171.8164,3.0304
343966.3552,4483171.6164,2.9938
343966.3552,4483171.4164,2.9607
343966.3552,4483171.2164,2.917
343966.3552,4483171.0164,2.9074
343966.3552,4483170.8164,2.8979
343966.3552,4483170.6164,2.8754
343966.3552,4483170.4164,2.8572
343966.3552,4483170.2164,2.8286
343966.3552,4483170.0164,2.8041
343966.3552,4483169.8164,2.7935
343966.3552,4483169.6164,2.7823
343966.3552,4483169.4164,2.7594
343966.3552,4483169.2164,2.7504
343966.3552,4483169.0164,2.72
343966.3552,4483168.8164,2.6967
343966.3552,4483168.6164,2.6575
343966.3552,4483168.4164,2.6416
343966.3552,4483168.2164,2.5987
343966.3552,4483168.0164,2.5742
343966.3552,4483167.8164,2.5629
343966.3552,4483167.6164,2.5485
343966.3552,4483167.4164,2.5375
343966.3552,4483167.2164,2.5005
343966.3552,4483167.0164,2.4814
343966.3552,4483166.8164,2.4633
343966.3552,4483166.6164,2.4517
343966.3552,4483166.4164,2.4272
343966.3552,4483166.2164,2.4147
343966.3552,4483166.0164,2.3941
343966.3552,4483165.8164,2.3855
343966.3552,4483165.6164,2.3709
343966.3552,4483165.4164,2.3629
343966.3552,4483165.2164,2.3574
343966.3552,4483165.0164,2.3445
343966.3552,4483164.8164,2.3409
343966.3552,4483164.6164,2.3236
343966.3552,4483164.4164,2.3057
343966.3552,4483164.2164,2.2862
343966.3552,4483164.0164,2.2773
343966.3552,4483163.8164,2.2588
343966.3552,4483163.6164,2.2573
343966.3552,4483163.4164,2.2452
343966.3552,4483163.2164,2.2433
343966.3552,4483163.0164,2.2333
343966.3552,4483162.8164,2.2316
343966.3552,4483162.6164,2.2266
343966.3552,4483162.4164,2.2247
343966.3552,4483162.2164,2.2452
343966.3552,4483162.0164,2.2192
343966.3552,4483161.8164,2.2378
343966.3552,4483161.6164,2.239
343966.3552,4483161.4164,2.2853
343966.3552,4483161.2164,2.2619
343966.3552,4483161.0164,2.2447
343966.3552,4483160.8164,2.2316
343966.3552,4483160.6164,2.2205
343966.3552,4483160.4164,2.2257
343966.3552,4483160.2164,2.2093
343966.3552,4483160.0164,2.2089
343966.3552,4483159.8164,2.2112
343966.3552,4483159.6164,2.2058
343966.3552,4483159.4164,2.2103
343966.3552,4483159.2164,2.2066
343966.3552,4483159.0164,2.2207
343966.3552,4483158.8164,2.2215
343966.3552,4483158.6164,2.2407
343966.3552,4483158.4164,2.2455
343966.3552,4483158.2164,2.2953
343966.3552,4483158.0164,2.3218
343966.3552,4483157.8164,2.3414
343966.3552,4483157.6164,2.3628
343966.3552,4483157.4164,2.3834
343966.3552,4483157.2164,2.3981
343966.3552,4483157.0164,2.4153
343966.3552,4483156.8164,2.4306
343966.3552,4483156.6164,2.4329
343966.3552,4483156.4164,2.4518
343966.3552,4483156.2164,2.4638
343966.3552,4483156.0164,2.4712
343966.3552,4483155.8164,2.4807
343966.3552,4483155.6164,2.4912
343966.3552,4483155.4164,2.4919
343966.3552,4483155.2164,2.478
343966.3552,4483155.0164,2.4415
343966.3552,4483154.8164,2.4638
343966.3552,4483154.6164,2.4712
343966.3552,4483154.4164,2.4753
343966.3552,4483154.2164,2.4974
343966.3552,4483154.0164,2.4925
343966.3552,4483153.8164,2.517
343966.3552,4483153.6164,2.5168
343966.3552,4483153.4164,2.4664
343966.3552,4483153.2164,2.4473
343966.3552,4483153.0164,2.4323
343966.3552,4483152.8164,2.4258
343966.3552,4483152.6164,2.4292
343966.5552,4483188.0164,2.6259
343966.5552,4483187.8164,2.66
343966.5552,4483187.6164,2.6783
343966.5552,4483187.4164,2.71
343966.5552,4483187.2164,2.731
343966.5552,4483187.0164,2.7447
343966.5552,4483186.8164,2.7708
343966.5552,4483186.6164,2.7933
343966.5552,4483186.4164,2.8287
343966.5552,4483186.2164,2.9029
343966.5552,4483186.0164,2.9786
343966.5552,4483185.8164,3.0197
343966.5552,4483185.6164,2.9941
343966.5552,4483185.4164,2.9618
343966.5552,4483185.2164,2.8911
343966.5552,4483185.0164,2.9157
343966.5552,4483184.8164,2.9078
343966.5552,4483184.6164,2.9254
343966.5552,4483184.4164,2.9313
343966.5552,4483184.2164,2.9425
343966.5552,4483184.0164,2.9583
343966.5552,4483183.8164,2.9626
343966.5552,4483183.6164,2.8945
343966.5552,4483183.4164,2.8992
343966.5552,4483183.2164,2.9416
343966.5552,4483183.0164,2.9394
343966.5552,4483182.8164,2.9268
343966.5552,4483182.6164,2.8962
343966.5552,4483182.4164,2.8946
343966.5552,4483182.2164,2.9015
343966.5552,4483182.0164,2.8977
343966.5552,4483181.8164,2.8612
343966.5552,4483181.6164,2.8878
343966.5552,4483181.4164,2.8635
343966.5552,4483181.2164,2.8422
343966.5552,4483181.0164,2.8432
343966.5552,4483180.8164,2.8243
343966.5552,4483180.6164,2.8236
343966.5552,4483180.4164,2.8161
343966.5552,4483180.2164,2.8154
343966.5552,4483180.0164,2.8029
343966.5552,4483179.8164,2.7926
343966.5552,4483179.6164,2.775
343966.5552,4483179.4164,2.7616
343966.5552,4483179.2164,2.7478
343966.5552,4483179.0164,2.7344
343966.5552,4483178.8164,2.7106
343966.5552,4483178.6164,2.7223
343966.5552,4483178.4164,2.7087
343966.5552,4483178.2164,2.721
343966.5552,4483178.0164,2.7006
343966.5552,4483177.8164,2.689
343966.5552,4483177.6164,2.6831
343966.5552,4483177.4164,2.6804
343966.5552,4483177.2164,2.6681
343966.5552,4483177.0164,2.6953
343966.5552,4483176.8164,2.7176
343966.5552,4483176.6164,2.7685
343966.5552,4483176.4164,2.7939
343966.5552,4483176.2164,2.8324
343966.5552,4483176.0164,2.8611
343966.5552,4483175.8164,2.8929
343966.5552,4483175.6164,2.9376
343966.5552,4483175.4164,2.9801
343966.5552,4483175.2164,2.9955
343966.5552,4483175.0164,3.0308
343966.5552,4483174.8164,3.1117
343966.5552,4483174.6164,3.1052
343966.5552,4483174.4164,3.1495
343966.5552,4483174.2164,3.2097
343966.5552,4483174.0164,3.2218
343966.5552,4483173.8164,3.2273
343966.5552,4483173.6164,3.243
343966.5552,4483173.4164,3.2581
343966.5552,4483173.2164,3.2504
343966.5552,4483173.0164,3.2345
343966.5552,4483172.8164,3.1953
343966.5552,4483172.6164,3.1765
343966.5552,4483172.4164,3.1519
343966.5552,4483172.2164,3.1165
343966.5552,4483172.0164,3.0784
343966.5552,4483171.8164,3.0386
343966.5552,4483171.6164,2.9991
343966.5552,4483171.4164,2.9638
343966.5552,4483171.2164,2.9298
343966.5552,4483171.0164,2.911
343966.5552,4483170.8164,2.8671
343966.5552,4483170.6164,2.8449
343966.5552,4483170.4164,2.8289
343966.5552,4483170.2164,2.8176
343966.5552,4483170.0164,2.7824
343966.5552,4483169.8164,2.7749
343966.5552,4483169.6164,2.7631
343966.5552,4483169.4164,2.7442
343966.5552,4483169.2164,2.7442
343966.5552,4483169.0164,2.7125
343966.5552,4483168.8164,2.6887
343966.5552,4483168.6164,2.6461
343966.5552,4483168.4164,2.6211
343966.5552,4483168.2164,2.6122
343966.5552,4483168.0164,2.6001
343966.5552,4483167.8164,2.5608
343966.5552,4483167.6164,2.5484
343966.5552,4483167.4164,2.5241
343966.5552,4483167.2164,2.508
343966.5552,4483167.0164,2.4852
343966.5552,4483166.8164,2.466
343966.5552,4483166.6164,2.445
343966.5552,4483166.4164,2.4299
343966.5552,4483166.2164,2.4066
343966.5552,4483166.0164,2.3993
343966.5552,4483165.8164,2.3846
343966.5552,4483165.6164,2.3685
343966.5552,4483165.4164,2.3625
343966.5552,4483165.2164,2.3572
343966.5552,4483165.0164,2.3453
343966.5552,4483164.8164,2.343
343966.5552,4483164.6164,2.3296
343966.5552,4483164.4164,2.3165
343966.5552,4483164.2164,2.2987
343966.5552,4483164.0164,2.292
343966.5552,4483163.8164,2.2641
343966.5552,4483163.6164,2.2627
343966.5552,4483163.4164,2.2551
343966.5552,4483163.2164,2.2546
343966.5552,4483163.0164,2.2412
343966.5552,4483162.8164,2.2418
343966.5552,4483162.6164,2.2424
343966.5552,4483162.4164,2.2421
343966.5552,4483162.2164,2.2874
343966.5552,4483162.0164,2.2523
343966.5552,4483161.8164,2.2693
343966.5552,4483161.6164,2.2807
343966.5552,4483161.4164,2.2923
343966.5552,4483161.2164,2.2657
343966.5552,4483161.0164,2.2614
343966.5552,4483160.8164,2.2516
343966.5552,4483160.6164,2.2324
343966.5552,4483160.4164,2.2334
343966.5552,4483160.2164,2.217
343966.5552,4483160.0164,2.2082
343966.5552,4483159.8164,2.2149
343966.5552,4483159.6164,2.1947
343966.5552,4483159.4164,2.1993
343966.5552,4483159.2164,2.1797
343966.5552,4483159.0164,2.1872
343966.5552,4483158.8164,2.1872
343966.5552,4483158.6164,2.1977
343966.5552,4483158.4164,2.2349
343966.5552,4483158.2164,2.274
343966.5552,4483158.0164,2.3011
343966.5552,4483157.8164,2.3201
343966.5552,4483157.6164,2.3505
343966.5552,4483157.4164,2.3629
343966.5552,4483157.2164,2.3776
343966.5552,4483157.0164,2.4221
343966.5552,4483156.8164,2.4392
343966.5552,4483156.6164,2.4518
343966.5552,4483156.4164,2.4649
343966.5552,4483156.2164,2.4735
343966.5552,4483156.0164,2.481
343966.5552,4483155.8164,2.494
343966.5552,4483155.6164,2.4978
343966.5552,4483155.4164,2.5066
343966.5552,4483155.2164,2.4896
343966.5552,4483155.0164,2.4567
343966.5552,4483154.8164,2.4735
343966.5552,4483154.6164,2.4643
343966.5552,4483154.4164,2.4631
343966.5552,4483154.2164,2.4679
343966.5552,4483154.0164,2.4812
343966.5552,4483153.8164,2.507
343966.5552,4483153.6164,2.5116
343966.5552,4483153.4164,2.4807
343966.5552,4483153.2164,2.4622
343966.5552,4483153.0164,2.4481
343966.5552,4483152.8164,2.4355
343966.5552,4483152.6164,2.4434
343966.5552,4483152.4164,2.4904
343966.7552,4483188.4164,2.5683
343966.7552,4483188.2164,2.5929
343966.7552,4483188.0164,2.6037
343966.7552,4483187.8164,2.6276
343966.7552,4483187.6164,2.6403
343966.7552,4483187.4164,2.6647
343966.7552,4483187.2164,2.6828
343966.7552,4483187.0164,2.6954
343966.7552,4483186.8164,2.7413
343966.7552,4483186.6164,2.7976
343966.7552,4483186.4164,2.8551
343966.7552,4483186.2164,2.9161
343966.7552,4483186.0164,3.0024
343966.7552,4483185.8164,3.0279
343966.7552,4483185.6164,3.0358
343966.7552,4483185.4164,3.0243
343966.7552,4483185.2164,3.0043
343966.7552,4483185.0164,3.0342
343966.7552,4483184.8164,3.0267
343966.7552,4483184.6164,3.0491
343966.7552,4483184.4164,3.0579
343966.7552,4483184.2164,3.0788
343966.7552,4483184.0164,3.0924
343966.7552,4483183.8164,3.0009
343966.7552,4483183.6164,3.0233
343966.7552,4483183.4164,3.0229
343966.7552,4483183.2164,3.0414
343966.7552,4483183.0164,3.0582
343966.7552,4483182.8164,3.0454
343966.7552,4483182.6164,3.0652
343966.7552,4483182.4164,3.0591
343966.7552,4483182.2164,3.0421
343966.7552,4483182.0164,3.0053
343966.7552,4483181.8164,2.9319
343966.7552,4483181.6164,2.9215
343966.7552,4483181.4164,2.9619
343966.7552,4483181.2164,2.9367
343966.7552,4483181.0164,2.9244
343966.7552,4483180.8164,2.8944
343966.7552,4483180.6164,2.8817
343966.7552,4483180.4164,2.8585
343966.7552,4483180.2164,2.8461
343966.7552,4483180.0164,2.843
343966.7552,4483179.8164,2.8229
343966.7552,4483179.6164,2.7976
343966.7552,4483179.4164,2.7814
343966.7552,4483179.2164,2.7705
343966.7552,4483179.0164,2.7605
343966.7552,4483178.8164,2.7346
343966.7552,4483178.6164,2.7571
343966.7552,4483178.4164,2.7324
343966.7552,4483178.2164,2.7063
343966.7552,4483178.0164,2.6706
343966.7552,4483177.8164,2.6609
343966.7552,4483177.6164,2.6542
343966.7552,4483177.4164,2.6587
343966.7552,4483177.2164,2.6399
343966.7552,4483177.0164,2.6301
343966.7552,4483176.8164,2.6896
343966.7552,4483176.6164,2.6723
343966.7552,4483176.4164,2.7703
343966.7552,4483176.2164,2.7588
343966.7552,4483176.0164,2.8487
343966.7552,4483175.8164,2.8843
343966.7552,4483175.6164,2.8665
343966.7552,4483175.4164,2.9677
343966.7552,4483175.2164,2.9883
343966.7552,4483175.0164,3.0334
343966.7552,4483174.8164,3.107
343966.7552,4483174.6164,3.1092
343966.7552,4483174.4164,3.1769
343966.7552,4483174.2164,3.2147
343966.7552,4483174.0164,3.2423
343966.7552,4483173.8164,3.2453
343966.7552,4483173.6164,3.2679
343966.7552,4483173.4164,3.2844
343966.7552,4483173.2164,3.278
343966.7552,4483173.0164,3.2625
343966.7552,4483172.8164,3.2155
343966.7552,4483172.6164,3.1858
343966.7552,4483172.4164,3.1589
343966.7552,4483172.2164,3.1236
343966.7552,4483172.0164,3.0843
343966.7552,4483171.8164,3.0435
343966.7552,4483171.6164,3.0035
343966.7552,4483171.4164,2.9687
343966.7552,4483171.2164,2.9344
343966.7552,4483171.0164,2.9082
343966.7552,4483170.8164,2.8544
343966.7552,4483170.6164,2.8258
343966.7552,4483170.4164,2.8125
343966.7552,4483170.2164,2.8038
343966.7552,4483170.0164,2.7827
343966.7552,4483169.8164,2.7619
343966.7552,4483169.6164,2.7431
343966.7552,4483169.4164,2.7377
343966.7552,4483169.2164,2.7133
343966.7552,4483169.0164,2.7076
343966.7552,4483168.8164,2.6755
343966.7552,4483168.6164,2.6519
343966.7552,4483168.4164,2.6243
343966.7552,4483168.2164,2.601
343966.7552,4483168.0164,2.5864
343966.7552,4483167.8164,2.5736
343966.7552,4483167.6164,2.5485
343966.7552,4483167.4164,2.5326
343966.7552,4483167.2164,2.513
343966.7552,4483167.0164,2.4753
343966.7552,4483166.8164,2.4561
343966.7552,4483166.6164,2.4421
343966.7552,4483166.4164,2.4164
343966.7552,4483166.2164,2.4027
343966.7552,4483166.0164,2.3879
343966.7552,4483165.8164,2.367
343966.7552,4483165.6164,2.3677
343966.7552,4483165.4164,2.3642
343966.7552,4483165.2164,2.3622
343966.7552,4483165.0164,2.3404
343966.7552,4483164.8164,2.3381
343966.7552,4483164.6164,2.3298
343966.7552,4483164.4164,2.318
343966.7552,4483164.2164,2.2997
343966.7552,4483164.0164,2.2954
343966.7552,4483163.8164,2.2718
343966.7552,4483163.6164,2.2718
343966.7552,4483163.4164,2.2639
343966.7552,4483163.2164,2.2671
343966.7552,4483163.0164,2.2666
343966.7552,4483162.8164,2.2612
343966.7552,4483162.6164,2.2658
343966.7552,4483162.4164,2.2696
343966.7552,4483162.2164,2.3034
343966.7552,4483162.0164,2.2848
343966.7552,4483161.8164,2.321
343966.7552,4483161.6164,2.2975
343966.7552,4483161.4164,2.3186
343966.7552,4483161.2164,2.2772
343966.7552,4483161.0164,2.2713
343966.7552,4483160.8164,2.2597
343966.7552,4483160.6164,2.2598
343966.7552,4483160.4164,2.241
343966.7552,4483160.2164,2.2308
343966.7552,4483160.0164,2.2127
343966.7552,4483159.8164,2.2139
343966.7552,4483159.6164,2.1984
343966.7552,4483159.4164,2.1889
343966.7552,4483159.2164,2.1711
343966.7552,4483159.0164,2.1737
343966.7552,4483158.8164,2.1767
343966.7552,4483158.6164,2.2005
343966.7552,4483158.4164,2.2276
343966.7552,4483158.2164,2.2695
343966.7552,4483158.0164,2.2887
343966.7552,4483157.8164,2.3163
343966.7552,4483157.6164,2.3381
343966.7552,4483157.4164,2.3482
343966.7552,4483157.2164,2.3708
343966.7552,4483157.0164,2.3876
343966.7552,4483156.8164,2.4318
343966.7552,4483156.6164,2.4498
343966.7552,4483156.4164,2.4629
343966.7552,4483156.2164,2.4782
343966.7552,4483156.0164,2.488
343966.7552,4483155.8164,2.4931
343966.7552,4483155.6164,2.4942
343966.7552,4483155.4164,2.5019
343966.7552,4483155.2164,2.4901
343966.7552,4483155.0164,2.4563
343966.7552,4483154.8164,2.4786
343966.7552,4483154.6164,2.4678
343966.7552,4483154.4164,2.4486
343966.7552,4483154.2164,2.4421
343966.7552,4483154.0164,2.4539
343966.7552,4483153.8164,2.4826
343966.7552,4483153.6164,2.5093
343966.7552,4483153.4164,2.4774
343966.7552,4483153.2164,2.453
343966.7552,4483153.0164,2.4487
343966.7552,4483152.8164,2.4494
343966.7552,4483152.6164,2.4463
343966.7552,4483152.4164,2.4889
343966.7552,4483152.2164,2.4899
343966.9552,4483188.6164,2.5003
343966.9552,4483188.4164,2.5217
343966.9552,4483188.2164,2.5404
343966.9552,4483188.0164,2.5456
343966.9552,4483187.8164,2.5523
343966.9552,4483187.6164,2.5712
343966.9552,4483187.4164,2.5902
343966.9552,4483187.2164,2.6007
343966.9552,4483187.0164,2.6144
343966.9552,4483186.8164,2.6864
343966.9552,4483186.6164,2.7786
343966.9552,4483186.4164,2.841
343966.9552,4483186.2164,2.9027
343966.9552,4483186.0164,2.9828
343966.9552,4483185.8164,3.012
343966.9552,4483185.6164,3.0528
343966.9552,4483185.4164,3.0758
343966.9552,4483185.2164,3.0804
343966.9552,4483185.0164,3.1038
343966.9552,4483184.8164,3.1018
343966.9552,4483184.6164,3.1134
343966.9552,4483184.4164,3.1218
343966.9552,4483184.2164,3.1415
343966.9552,4483184.0164,3.1532
343966.9552,4483183.8164,3.1483
343966.9552,4483183.6164,3.0845
343966.9552,4483183.4164,3.0979
343966.9552,4483183.2164,3.1144
343966.9552,4483183.0164,3.1035
343966.9552,4483182.8164,3.092
343966.9552,4483182.6164,3.1132
343966.9552,4483182.4164,3.1062
343966.9552,4483182.2164,3.0876
343966.9552,4483182.0164,3.0991
343966.9552,4483181.8164,3.0384
343966.9552,4483181.6164,3.0347
343966.9552,4483181.4164,3.0067
343966.9552,4483181.2164,3.0076
343966.9552,4483181.0164,2.9733
343966.9552,4483180.8164,2.9413
343966.9552,4483180.6164,2.9613
343966.9552,4483180.4164,2.9093
343966.9552,4483180.2164,2.8859
343966.9552,4483180.0164,2.857
343966.9552,4483179.8164,2.8262
343966.9552,4483179.6164,2.7982
343966.9552,4483179.4164,2.7785
343966.9552,4483179.2164,2.7627
343966.9552,4483179.0164,2.7528
343966.9552,4483178.8164,2.7257
343966.9552,4483178.6164,2.7481
343966.9552,4483178.4164,2.7196
343966.9552,4483178.2164,2.6909
343966.9552,4483178.0164,2.6649
343966.9552,4483177.8164,2.6497
343966.9552,4483177.6164,2.6329
343966.9552,4483177.4164,2.6241
343966.9552,4483177.2164,2.6156
343966.9552,4483177.0164,2.6069
343966.9552,4483176.8164,2.63
343966.9552,4483176.6164,2.6775
343966.9552,4483176.4164,2.6961
343966.9552,4483176.2164,2.7432
343966.9552,4483176.0164,2.7833
343966.9552,4483175.8164,2.8191
343966.9552,4483175.6164,2.8808
343966.9552,4483175.4164,2.9346
343966.9552,4483175.2164,2.9837
343966.9552,4483175.0164,3.0489
343966.9552,4483174.8164,3.0745
343966.9552,4483174.6164,3.1155
343966.9552,4483174.4164,3.1604
343966.9552,4483174.2164,3.2063
343966.9552,4483174.0164,3.2602
343966.9552,4483173.8164,3.2586
343966.9552,4483173.6164,3.2883
343966.9552,4483173.4164,3.3084
343966.9552,4483173.2164,3.3001
343966.9552,4483173.0164,3.2932
343966.9552,4483172.8164,3.245
343966.9552,4483172.6164,3.2152
343966.9552,4483172.4164,3.1648
343966.9552,4483172.2164,3.1314
343966.9552,4483172.0164,3.0945
343966.9552,4483171.8164,3.0548
343966.9552,4483171.6164,3.0179
343966.9552,4483171.4164,2.9667
343966.9552,4483171.2164,2.9082
343966.9552,4483171.0164,2.8806
343966.9552,4483170.8164,2.8379
343966.9552,4483170.6164,2.7886
343966.9552,4483170.4164,2.7728
343966.9552,4483170.2164,2.7585
343966.9552,4483170.0164,2.7395
343966.9552,4483169.8164,2.7343
343966.9552,4483169.6164,2.727
343966.9552,4483169.4164,2.7121
343966.9552,4483169.2164,2.708
343966.9552,4483169.0164,2.6888
343966.9552,4483168.8164,2.658
343966.9552,4483168.6164,2.6249
343966.9552,4483168.4164,2.6157
343966.9552,4483168.2164,2.6123
343966.9552,4483168.0164,2.5837
343966.9552,4483167.8164,2.5635
343966.9552,4483167.6164,2.5511
343966.9552,4483167.4164,2.536
343966.9552,4483167.2164,2.5046
343966.9552,4483167.0164,2.4783
343966.9552,4483166.8164,2.4588
343966.9552,4483166.6164,2.4343
343966.9552,4483166.4164,2.418
343966.9552,4483166.2164,2.4038
343966.9552,4483166.0164,2.3795
343966.9552,4483165.8164,2.3638
343966.9552,4483165.6164,2.3642
343966.9552,4483165.4164,2.3626
343966.9552,4483165.2164,2.3634
343966.9552,4483165.0164,2.3415
343966.9552,4483164.8164,2.3402
343966.9552,4483164.6164,2.3329
343966.9552,4483164.4164,2.322
343966.9552,4483164.2164,2.3053
343966.9552,4483164.0164,2.3008
343966.9552,4483163.8164,2.2802
343966.9552,4483163.6164,2.2805
343966.9552,4483163.4164,2.2752
343966.9552,4483163.2164,2.276
343966.9552,4483163.0164,2.2841
343966.9552,4483162.8164,2.2835
343966.9552,4483162.6164,2.2886
343966.9552,4483162.4164,2.2914
343966.9552,4483162.2164,2.3187
343966.9552,4483162.0164,2.3291
343966.9552,4483161.8164,2.3354
343966.9552,4483161.6164,2.3361
343966.9552,4483161.4164,2.3291
343966.9552,4483161.2164,2.3216
343966.9552,4483161.0164,2.2818
343966.9552,4483160.8164,2.2673
343966.9552,4483160.6164,2.2686
343966.9552,4483160.4164,2.258
343966.9552,4483160.2164,2.2378
343966.9552,4483160.0164,2.2246
343966.9552,4483159.8164,2.2109
343966.9552,4483159.6164,2.1946
343966.9552,4483159.4164,2.1798
343966.9552,4483159.2164,2.159
343966.9552,4483159.0164,2.1578
343966.9552,4483158.8164,2.1661
343966.9552,4483158.6164,2.1968
343966.9552,4483158.4164,2.2216
343966.9552,4483158.2164,2.2604
343966.9552,4483158.0164,2.2765
343966.9552,4483157.8164,2.3029
343966.9552,4483157.6164,2.3203
343966.9552,4483157.4164,2.3377
343966.9552,4483157.2164,2.3694
343966.9552,4483157.0164,2.3934
343966.9552,4483156.8164,2.4237
343966.9552,4483156.6164,2.452
343966.9552,4483156.4164,2.4629
343966.9552,4483156.2164,2.4758
343966.9552,4483156.0164,2.4797
343966.9552,4483155.8164,2.4902
343966.9552,4483155.6164,2.491
343966.9552,4483155.4164,2.4985
343966.9552,4483155.2164,2.4904
343966.9552,4483155.0164,2.4672
343966.9552,4483154.8164,2.4734
343966.9552,4483154.6164,2.457
343966.9552,4483154.4164,2.439
343966.9552,4483154.2164,2.4277
343966.9552,4483154.0164,2.4203
343966.9552,4483153.8164,2.4709
343966.9552,4483153.6164,2.5029
343966.9552,4483153.4164,2.4682
343966.9552,4483153.2164,2.4544
343966.9552,4483153.0164,2.4496
343966.9552,4483152.8164,2.4602
343966.9552,4483152.6164,2.462
343966.9552,4483152.4164,2.5018
343966.9552,4483152.2164,2.4964
343966.9552,4483152.0164,2.5128
343967.1552,4483188.8164,2.4709
343967.1552,4483188.6164,2.468
343967.1552,4483188.4164,2.4763
343967.1552,4483188.2164,2.4838
343967.1552,4483188.0164,2.4824
343967.1552,4483187.8164,2.4817
343967.1552,4483187.6164,2.4925
343967.1552,4483187.4164,2.5019
343967.1552,4483187.2164,2.5122
343967.1552,4483187.0164,2.5719
343967.1552,4483186.8164,2.6832
343967.1552,4483186.6164,2.7803
343967.1552,4483186.4164,2.8482
343967.1552,4483186.2164,2.9107
343967.1552,4483186.0164,2.9912
343967.1552,4483185.8164,3.0171
343967.1552,4483185.6164,3.0775
343967.1552,4483185.4164,3.0851
343967.1552,4483185.2164,3.2314
343967.1552,4483185.0164,3.2484
343967.1552,4483184.8164,3.2412
343967.1552,4483184.6164,3.2585
343967.1552,4483184.4164,3.2621
343967.1552,4483184.2164,3.2745
343967.1552,4483184.0164,3.2798
343967.1552,4483183.8164,3.2697
343967.1552,4483183.6164,3.2261
343967.1552,4483183.4164,3.2023
343967.1552,4483183.2164,3.2067
343967.1552,4483183.0164,3.2275
343967.1552,4483182.8164,3.216
343967.1552,4483182.6164,3.2321
343967.1552,4483182.4164,3.2367
343967.1552,4483182.2164,3.2207
343967.1552,4483182.0164,3.2086
343967.1552,4483181.8164,3.1637
343967.1552,4483181.6164,3.1441
343967.1552,4483181.4164,3.1004
343967.1552,4483181.2164,3.0587
343967.1552,4483181.0164,3.0745
343967.1552,4483180.8164,3.0374
343967.1552,4483180.6164,3.0272
343967.1552,4483180.4164,2.9707
343967.1552,4483180.2164,2.9277
343967.1552,4483180.0164,2.879
343967.1552,4483179.8164,2.873
343967.1552,4483179.6164,2.828
343967.1552,4483179.4164,2.8089
343967.1552,4483179.2164,2.7957
343967.1552,4483179.0164,2.7925
343967.1552,4483178.8164,2.7618
343967.1552,4483178.6164,2.7468
343967.1552,4483178.4164,2.7184
343967.1552,4483178.2164,2.6895
343967.1552,4483178.0164,2.6581
343967.1552,4483177.8164,2.637
343967.1552,4483177.6164,2.6162
343967.1552,4483177.4164,2.6109
