X,Y,Depth
343970.3552,4483150.8164,2.2248
343970.3552,4483150.6164,2.3287
343970.3552,4483150.4164,2.4
343970.3552,4483150.2164,2.5071
343970.3552,4483150.0164,2.6951
343970.3552,4483149.8164,2.825
343970.3552,4483149.6164,2.9292
343970.3552,4483149.4164,2.981
343970.3552,4483149.2164,3.1444
343970.5552,4483192.4164,2.2591
343970.5552,4483192.2164,2.2225
343970.5552,4483192.0164,2.1952
343970.5552,4483191.8164,2.1948
343970.5552,4483191.6164,2.1822
343970.5552,4483191.4164,2.1738
343970.5552,4483191.2164,2.2202
343970.5552,4483191.0164,2.2276
343970.5552,4483190.8164,2.2756
343970.5552,4483190.6164,2.3126
343970.5552,4483190.4164,2.3933
343970.5552,4483190.2164,2.4374
343970.5552,4483190.0164,2.5095
343970.5552,4483189.8164,2.5683
343970.5552,4483189.6164,2.675
343970.5552,4483189.4164,2.6774
343970.5552,4483189.2164,2.679
343970.5552,4483189.0164,2.7014
343970.5552,4483188.8164,2.7136
343970.5552,4483188.6164,2.7078
343970.5552,4483188.4164,2.7489
343970.5552,4483188.2164,2.7439
343970.5552,4483188.0164,2.7235
343970.5552,4483187.8164,2.7398
343970.5552,4483187.6164,2.7651
343970.5552,4483187.4164,2.7814
343970.5552,4483187.2164,2.8276
343970.5552,4483187.0164,2.8855
343970.5552,4483186.8164,2.9066
343970.5552,4483186.6164,2.9328
343970.5552,4483186.4164,2.9544
343970.5552,4483186.2164,2.9819
343970.5552,4483186.0164,3.0047
343970.5552,4483185.8164,3.0053
343970.5552,4483185.6164,3.036
343970.5552,4483185.4164,3.0416
343970.5552,4483185.2164,3.1098
343970.5552,4483185.0164,3.1238
343970.5552,4483184.8164,3.1749
343970.5552,4483184.6164,3.2004
343970.5552,4483184.4164,3.2245
343970.5552,4483184.2164,3.2443
343970.5552,4483184.0164,3.2854
343970.5552,4483183.8164,3.3277
343970.5552,4483183.6164,3.3829
343970.5552,4483183.4164,3.4311
343970.5552,4483183.2164,3.4616
343970.5552,4483183.0164,3.4955
343970.5552,4483182.8164,3.5392
343970.5552,4483182.6164,3.5777
343970.5552,4483182.4164,3.6179
343970.5552,4483182.2164,3.6581
343970.5552,4483182.0164,3.7065
343970.5552,4483181.8164,3.7477
343970.5552,4483181.6164,3.7828
343970.5552,4483181.4164,3.8309
343970.5552,4483181.2164,3.8348
343970.5552,4483181.0164,3.8232
343970.5552,4483180.8164,3.8072
343970.5552,4483180.6164,3.7915
343970.5552,4483180.4164,3.7677
343970.5552,4483180.2164,3.7406
343970.5552,4483180.0164,3.7121
343970.5552,4483179.8164,3.6789
343970.5552,4483179.6164,3.6469
343970.5552,4483179.4164,3.6065
343970.5552,4483179.2164,3.5645
343970.5552,4483179.0164,3.5462
343970.5552,4483178.8164,3.5123
343970.5552,4483178.6164,3.4364
343970.5552,4483178.4164,3.4318
343970.5552,4483178.2164,3.3822
343970.5552,4483178.0164,3.3479
343970.5552,4483177.8164,3.2647
343970.5552,4483177.6164,3.2298
343970.5552,4483177.4164,3.2024
343970.5552,4483177.2164,3.1439
343970.5552,4483177.0164,3.1355
343970.5552,4483176.8164,3.1427
343970.5552,4483176.6164,3.1162
343970.5552,4483176.4164,3.0385
343970.5552,4483176.2164,3.0517
343970.5552,4483176.0164,2.946
343970.5552,4483175.8164,2.9138
343970.5552,4483175.6164,2.8249
343970.5552,4483175.4164,2.802
343970.5552,4483175.2164,2.6402
343970.5552,4483175.0164,2.5597
343970.5552,4483174.8164,2.5849
343970.5552,4483174.6164,2.5321
343970.5552,4483174.4164,2.4256
343970.5552,4483174.2164,2.3568
343970.5552,4483174.0164,2.2563
343970.5552,4483173.8164,2.2493
343970.5552,4483173.6164,2.2351
343970.5552,4483173.4164,2.2295
343970.5552,4483173.2164,2.2512
343970.5552,4483173.0164,2.2597
343970.5552,4483172.8164,2.2891
343970.5552,4483172.6164,2.3109
343970.5552,4483172.4164,2.3061
343970.5552,4483172.2164,2.3343
343970.5552,4483172.0164,2.3347
343970.5552,4483171.8164,2.3465
343970.5552,4483171.6164,2.3692
343970.5552,4483171.4164,2.3745
343970.5552,4483171.2164,2.3814
343970.5552,4483171.0164,2.3995
343970.5552,4483170.8164,2.4478
343970.5552,4483170.6164,2.4681
343970.5552,4483170.4164,2.5193
343970.5552,4483170.2164,2.5269
343970.5552,4483170.0164,2.5512
343970.5552,4483169.8164,2.5487
343970.5552,4483169.6164,2.5473
343970.5552,4483169.4164,2.5483
343970.5552,4483169.2164,2.5648
343970.5552,4483169.0164,2.5688
343970.5552,4483168.8164,2.5804
343970.5552,4483168.6164,2.5879
343970.5552,4483168.4164,2.5833
343970.5552,4483168.2164,2.588
343970.5552,4483168.0164,2.5886
343970.5552,4483167.8164,2.5816
343970.5552,4483167.6164,2.579
343970.5552,4483167.4164,2.5713
343970.5552,4483167.2164,2.5609
343970.5552,4483167.0164,2.5544
343970.5552,4483166.8164,2.5473
343970.5552,4483166.6164,2.5456
343970.5552,4483166.4164,2.5355
343970.5552,4483166.2164,2.5335
343970.5552,4483166.0164,2.5327
343970.5552,4483165.8164,2.5483
343970.5552,4483165.6164,2.5669
343970.5552,4483165.4164,2.5803
343970.5552,4483165.2164,2.5899
343970.5552,4483165.0164,2.5943
343970.5552,4483164.8164,2.5961
343970.5552,4483164.6164,2.6015
343970.5552,4483164.4164,2.5964
343970.5552,4483164.2164,2.5837
343970.5552,4483164.0164,2.5801
343970.5552,4483163.8164,2.5624
343970.5552,4483163.6164,2.5496
343970.5552,4483163.4164,2.5464
343970.5552,4483163.2164,2.5339
343970.5552,4483163.0164,2.5318
343970.5552,4483162.8164,2.5317
343970.5552,4483162.6164,2.5274
343970.5552,4483162.4164,2.5333
343970.5552,4483162.2164,2.5467
343970.5552,4483162.0164,2.5473
343970.5552,4483161.8164,2.5549
343970.5552,4483161.6164,2.5719
343970.5552,4483161.4164,2.5667
343970.5552,4483161.2164,2.5832
343970.5552,4483161.0164,2.5891
343970.5552,4483160.8164,2.5779
343970.5552,4483160.6164,2.584
343970.5552,4483160.4164,2.5836
343970.5552,4483160.2164,2.5965
343970.5552,4483160.0164,2.6205
343970.5552,4483159.8164,2.6387
343970.5552,4483159.6164,2.656
343970.5552,4483159.4164,2.6844
343970.5552,4483159.2164,2.7022
343970.5552,4483159.0164,2.7242
343970.5552,4483158.8164,2.7482
343970.5552,4483158.6164,2.7685
343970.5552,4483158.4164,2.7835
343970.5552,4483158.2164,2.7626
343970.5552,4483158.0164,2.7465
343970.5552,4483157.8164,2.7378
343970.5552,4483157.6164,2.705
343970.5552,4483157.4164,2.6849
343970.5552,4483157.2164,2.6692
343970.5552,4483157.0164,2.6462
343970.5552,4483156.8164,2.6265
343970.5552,4483156.6164,2.6078
343970.5552,4483156.4164,2.5867
343970.5552,4483156.2164,2.5612
343970.5552,4483156.0164,2.5401
343970.5552,4483155.8164,2.506
343970.5552,4483155.6164,2.4972
343970.5552,4483155.4164,2.4914
343970.5552,4483155.2164,2.478
343970.5552,4483155.0164,2.4599
343970.5552,4483154.8164,2.4512
343970.5552,4483154.6164,2.4371
343970.5552,4483154.4164,2.4187
343970.5552,4483154.2164,2.3811
343970.5552,4483154.0164,2.3711
343970.5552,4483153.8164,2.3376
343970.5552,4483153.6164,2.3217
343970.5552,4483153.4164,2.3128
343970.5552,4483153.2164,2.2988
343970.5552,4483153.0164,2.2902
343970.5552,4483152.8164,2.2442
343970.5552,4483152.6164,2.2139
343970.5552,4483152.4164,2.1881
343970.5552,4483152.2164,2.1755
343970.5552,4483152.0164,2.1819
343970.5552,4483151.8164,2.1703
343970.5552,4483151.6164,2.1538
343970.5552,4483151.4164,2.1419
343970.5552,4483151.2164,2.1638
343970.5552,4483151.0164,2.1695
343970.5552,4483150.8164,2.201
343970.5552,4483150.6164,2.3139
343970.5552,4483150.4164,2.399
343970.5552,4483150.2164,2.4925
343970.5552,4483150.0164,2.707
343970.5552,4483149.8164,2.8241
343970.5552,4483149.6164,2.9338
343970.5552,4483149.4164,2.9841
343970.5552,4483149.2164,3.1669
343970.5552,4483149.0164,3.1382
343970.7552,4483192.6164,2.288
343970.7552,4483192.4164,2.2603
343970.7552,4483192.2164,2.2288
343970.7552,4483192.0164,2.1887
343970.7552,4483191.8164,2.2002
343970.7552,4483191.6164,2.191
343970.7552,4483191.4164,2.2156
343970.7552,4483191.2164,2.2305
343970.7552,4483191.0164,2.2537
343970.7552,4483190.8164,2.3012
343970.7552,4483190.6164,2.3364
343970.7552,4483190.4164,2.3943
343970.7552,4483190.2164,2.4627
343970.7552,4483190.0164,2.5198
343970.7552,4483189.8164,2.5623
343970.7552,4483189.6164,2.6738
343970.7552,4483189.4164,2.6742
343970.7552,4483189.2164,2.6754
343970.7552,4483189.0164,2.6948
343970.7552,4483188.8164,2.709
343970.7552,4483188.6164,2.7112
343970.7552,4483188.4164,2.7426
343970.7552,4483188.2164,2.7486
343970.7552,4483188.0164,2.7497
343970.7552,4483187.8164,2.7718
343970.7552,4483187.6164,2.7952
343970.7552,4483187.4164,2.8367
343970.7552,4483187.2164,2.8409
343970.7552,4483187.0164,2.8939
343970.7552,4483186.8164,2.9141
343970.7552,4483186.6164,2.9392
343970.7552,4483186.4164,2.9659
343970.7552,4483186.2164,2.9881
343970.7552,4483186.0164,3.0094
343970.7552,4483185.8164,3.0272
343970.7552,4483185.6164,3.0453
343970.7552,4483185.4164,3.0446
343970.7552,4483185.2164,3.1026
343970.7552,4483185.0164,3.1106
343970.7552,4483184.8164,3.1443
343970.7552,4483184.6164,3.1661
343970.7552,4483184.4164,3.1944
343970.7552,4483184.2164,3.2031
343970.7552,4483184.0164,3.2656
343970.7552,4483183.8164,3.2997
343970.7552,4483183.6164,3.3888
343970.7552,4483183.4164,3.4335
343970.7552,4483183.2164,3.4597
343970.7552,4483183.0164,3.4997
343970.7552,4483182.8164,3.5431
343970.7552,4483182.6164,3.5798
343970.7552,4483182.4164,3.6184
343970.7552,4483182.2164,3.6625
343970.7552,4483182.0164,3.7046
343970.7552,4483181.8164,3.748
343970.7552,4483181.6164,3.7847
343970.7552,4483181.4164,3.824
343970.7552,4483181.2164,3.8476
343970.7552,4483181.0164,3.8481
343970.7552,4483180.8164,3.838
343970.7552,4483180.6164,3.8199
343970.7552,4483180.4164,3.7981
343970.7552,4483180.2164,3.7699
343970.7552,4483180.0164,3.7393
343970.7552,4483179.8164,3.7124
343970.7552,4483179.6164,3.6744
343970.7552,4483179.4164,3.6547
343970.7552,4483179.2164,3.592
343970.7552,4483179.0164,3.5754
343970.7552,4483178.8164,3.543
343970.7552,4483178.6164,3.5323
343970.7552,4483178.4164,3.4844
343970.7552,4483178.2164,3.4445
343970.7552,4483178.0164,3.3838
343970.7552,4483177.8164,3.3532
343970.7552,4483177.6164,3.2844
343970.7552,4483177.4164,3.2421
343970.7552,4483177.2164,3.1971
343970.7552,4483177.0164,3.2366
343970.7552,4483176.8164,3.1328
343970.7552,4483176.6164,3.0978
343970.7552,4483176.4164,3.0871
343970.7552,4483176.2164,3.0269
343970.7552,4483176.0164,3.0053
343970.7552,4483175.8164,2.9432
343970.7552,4483175.6164,2.8467
343970.7552,4483175.4164,2.7238
343970.7552,4483175.2164,2.6578
343970.7552,4483175.0164,2.5828
343970.7552,4483174.8164,2.6082
343970.7552,4483174.6164,2.5617
343970.7552,4483174.4164,2.458
343970.7552,4483174.2164,2.3854
343970.7552,4483174.0164,2.2762
343970.7552,4483173.8164,2.2526
343970.7552,4483173.6164,2.2182
343970.7552,4483173.4164,2.2219
343970.7552,4483173.2164,2.2441
343970.7552,4483173.0164,2.2558
343970.7552,4483172.8164,2.281
343970.7552,4483172.6164,2.3136
343970.7552,4483172.4164,2.3134
343970.7552,4483172.2164,2.3425
343970.7552,4483172.0164,2.366
343970.7552,4483171.8164,2.3525
343970.7552,4483171.6164,2.375
343970.7552,4483171.4164,2.3791
343970.7552,4483171.2164,2.3846
343970.7552,4483171.0164,2.4438
343970.7552,4483170.8164,2.4486
343970.7552,4483170.6164,2.4775
343970.7552,4483170.4164,2.4948
343970.7552,4483170.2164,2.5146
343970.7552,4483170.0164,2.5272
343970.7552,4483169.8164,2.5295
343970.7552,4483169.6164,2.5364
343970.7552,4483169.4164,2.5497
343970.7552,4483169.2164,2.5488
343970.7552,4483169.0164,2.5568
343970.7552,4483168.8164,2.571
343970.7552,4483168.6164,2.5711
343970.7552,4483168.4164,2.5848
343970.7552,4483168.2164,2.5834
343970.7552,4483168.0164,2.585
343970.7552,4483167.8164,2.5831
343970.7552,4483167.6164,2.5768
343970.7552,4483167.4164,2.5706
343970.7552,4483167.2164,2.57
343970.7552,4483167.0164,2.5583
343970.7552,4483166.8164,2.5535
343970.7552,4483166.6164,2.5551
343970.7552,4483166.4164,2.5508
343970.7552,4483166.2164,2.5458
343970.7552,4483166.0164,2.5504
343970.7552,4483165.8164,2.5619
343970.7552,4483165.6164,2.5806
343970.7552,4483165.4164,2.5932
343970.7552,4483165.2164,2.6022
343970.7552,4483165.0164,2.6053
343970.7552,4483164.8164,2.6088
343970.7552,4483164.6164,2.6082
343970.7552,4483164.4164,2.602
343970.7552,4483164.2164,2.5906
343970.7552,4483164.0164,2.5838
343970.7552,4483163.8164,2.5686
343970.7552,4483163.6164,2.5512
343970.7552,4483163.4164,2.5384
343970.7552,4483163.2164,2.5341
343970.7552,4483163.0164,2.5281
343970.7552,4483162.8164,2.521
343970.7552,4483162.6164,2.5224
343970.7552,4483162.4164,2.5172
343970.7552,4483162.2164,2.5287
343970.7552,4483162.0164,2.54
343970.7552,4483161.8164,2.567
343970.7552,4483161.6164,2.5611
343970.7552,4483161.4164,2.5621
343970.7552,4483161.2164,2.6023
343970.7552,4483161.0164,2.5959
343970.7552,4483160.8164,2.6003
343970.7552,4483160.6164,2.6107
343970.7552,4483160.4164,2.6194
343970.7552,4483160.2164,2.6257
343970.7552,4483160.0164,2.6552
343970.7552,4483159.8164,2.6502
343970.7552,4483159.6164,2.67
343970.7552,4483159.4164,2.7057
343970.7552,4483159.2164,2.716
343970.7552,4483159.0164,2.743
343970.7552,4483158.8164,2.7484
343970.7552,4483158.6164,2.7639
343970.7552,4483158.4164,2.7815
343970.7552,4483158.2164,2.7762
343970.7552,4483158.0164,2.7686
343970.7552,4483157.8164,2.7554
343970.7552,4483157.6164,2.7411
343970.7552,4483157.4164,2.7193
343970.7552,4483157.2164,2.699
343970.7552,4483157.0164,2.6746
343970.7552,4483156.8164,2.6492
343970.7552,4483156.6164,2.6288
343970.7552,4483156.4164,2.6086
343970.7552,4483156.2164,2.5859
343970.7552,4483156.0164,2.5644
343970.7552,4483155.8164,2.5436
343970.7552,4483155.6164,2.5385
343970.7552,4483155.4164,2.5296
343970.7552,4483155.2164,2.5226
343970.7552,4483155.0164,2.509
343970.7552,4483154.8164,2.4851
343970.7552,4483154.6164,2.4839
343970.7552,4483154.4164,2.4556
343970.7552,4483154.2164,2.4398
343970.7552,4483154.0164,2.4086
343970.7552,4483153.8164,2.3867
343970.7552,4483153.6164,2.3755
343970.7552,4483153.4164,2.3684
343970.7552,4483153.2164,2.3604
343970.7552,4483153.0164,2.33
343970.7552,4483152.8164,2.3061
343970.7552,4483152.6164,2.2799
343970.7552,4483152.4164,2.3137
343970.7552,4483152.2164,2.3105
343970.7552,4483152.0164,2.3154
343970.7552,4483151.8164,2.3161
343970.7552,4483151.6164,2.3305
343970.7552,4483151.4164,2.3303
343970.7552,4483151.2164,2.3529
343970.7552,4483151.0164,2.3794
343970.7552,4483150.8164,2.4076
343970.7552,4483150.6164,2.4543
343970.7552,4483150.4164,2.573
343970.7552,4483150.2164,2.6764
343970.7552,4483150.0164,2.8279
343970.7552,4483149.8164,2.9562
343970.7552,4483149.6164,3.0418
343970.7552,4483149.4164,3.0191
343970.7552,4483149.2164,3.0433
343970.7552,4483149.0164,3.0999
343970.9552,4483192.8164,2.3377
343970.9552,4483192.6164,2.301
343970.9552,4483192.4164,2.2691
343970.9552,4483192.2164,2.236
343970.9552,4483192.0164,2.1946
343970.9552,4483191.8164,2.2474
343970.9552,4483191.6164,2.2523
343970.9552,4483191.4164,2.2646
343970.9552,4483191.2164,2.293
343970.9552,4483191.0164,2.2886
343970.9552,4483190.8164,2.3442
343970.9552,4483190.6164,2.366
343970.9552,4483190.4164,2.4301
343970.9552,4483190.2164,2.4806
343970.9552,4483190.0164,2.5216
343970.9552,4483189.8164,2.5648
343970.9552,4483189.6164,2.6812
343970.9552,4483189.4164,2.7174
343970.9552,4483189.2164,2.713
343970.9552,4483189.0164,2.7261
343970.9552,4483188.8164,2.7349
343970.9552,4483188.6164,2.7496
343970.9552,4483188.4164,2.773
343970.9552,4483188.2164,2.779
343970.9552,4483188.0164,2.7942
343970.9552,4483187.8164,2.8319
343970.9552,4483187.6164,2.827
343970.9552,4483187.4164,2.8598
343970.9552,4483187.2164,2.889
343970.9552,4483187.0164,2.9121
343970.9552,4483186.8164,2.9328
343970.9552,4483186.6164,2.9536
343970.9552,4483186.4164,2.9795
343970.9552,4483186.2164,3.0033
343970.9552,4483186.0164,3.0225
343970.9552,4483185.8164,3.0211
343970.9552,4483185.6164,3.0353
343970.9552,4483185.4164,3.0404
343970.9552,4483185.2164,3.0894
343970.9552,4483185.0164,3.087
343970.9552,4483184.8164,3.1252
343970.9552,4483184.6164,3.1456
343970.9552,4483184.4164,3.159
343970.9552,4483184.2164,3.2288
343970.9552,4483184.0164,3.2531
343970.9552,4483183.8164,3.3002
343970.9552,4483183.6164,3.3758
343970.9552,4483183.4164,3.4216
343970.9552,4483183.2164,3.449
343970.9552,4483183.0164,3.4888
343970.9552,4483182.8164,3.531
343970.9552,4483182.6164,3.5671
343970.9552,4483182.4164,3.6038
343970.9552,4483182.2164,3.6353
343970.9552,4483182.0164,3.6843
343970.9552,4483181.8164,3.7512
343970.9552,4483181.6164,3.7856
343970.9552,4483181.4164,3.8207
343970.9552,4483181.2164,3.8507
343970.9552,4483181.0164,3.8719
343970.9552,4483180.8164,3.8707
343970.9552,4483180.6164,3.8426
343970.9552,4483180.4164,3.8204
343970.9552,4483180.2164,3.7892
343970.9552,4483180.0164,3.7691
343970.9552,4483179.8164,3.7432
343970.9552,4483179.6164,3.7017
343970.9552,4483179.4164,3.691
343970.9552,4483179.2164,3.6631
343970.9552,4483179.0164,3.6359
343970.9552,4483178.8164,3.6073
343970.9552,4483178.6164,3.5879
343970.9552,4483178.4164,3.5494
343970.9552,4483178.2164,3.503
343970.9552,4483178.0164,3.4555
343970.9552,4483177.8164,3.4105
343970.9552,4483177.6164,3.3515
343970.9552,4483177.4164,3.3263
343970.9552,4483177.2164,3.2816
343970.9552,4483177.0164,3.2736
343970.9552,4483176.8164,3.2521
343970.9552,4483176.6164,3.2098
343970.9552,4483176.4164,3.2079
343970.9552,4483176.2164,3.1541
343970.9552,4483176.0164,3.075
343970.9552,4483175.8164,3.0188
343970.9552,4483175.6164,2.9232
343970.9552,4483175.4164,2.8045
343970.9552,4483175.2164,2.7396
343970.9552,4483175.0164,2.5819
343970.9552,4483174.8164,2.6721
343970.9552,4483174.6164,2.5575
343970.9552,4483174.4164,2.4498
343970.9552,4483174.2164,2.3823
343970.9552,4483174.0164,2.2726
343970.9552,4483173.8164,2.2503
343970.9552,4483173.6164,2.2155
343970.9552,4483173.4164,2.176
343970.9552,4483173.2164,2.1939
343970.9552,4483173.0164,2.219
343970.9552,4483172.8164,2.2648
343970.9552,4483172.6164,2.3048
343970.9552,4483172.4164,2.3168
343970.9552,4483172.2164,2.3481
343970.9552,4483172.0164,2.3774
343970.9552,4483171.8164,2.3603
343970.9552,4483171.6164,2.3831
343970.9552,4483171.4164,2.3942
343970.9552,4483171.2164,2.4061
343970.9552,4483171.0164,2.423
343970.9552,4483170.8164,2.4268
343970.9552,4483170.6164,2.4753
343970.9552,4483170.4164,2.4832
343970.9552,4483170.2164,2.51
343970.9552,4483170.0164,2.5215
343970.9552,4483169.8164,2.5186
343970.9552,4483169.6164,2.5312
343970.9552,4483169.4164,2.5438
343970.9552,4483169.2164,2.5398
343970.9552,4483169.0164,2.5564
343970.9552,4483168.8164,2.5707
343970.9552,4483168.6164,2.5721
343970.9552,4483168.4164,2.5796
343970.9552,4483168.2164,2.5752
343970.9552,4483168.0164,2.5916
343970.9552,4483167.8164,2.591
343970.9552,4483167.6164,2.5906
343970.9552,4483167.4164,2.5788
343970.9552,4483167.2164,2.5701
343970.9552,4483167.0164,2.5653
343970.9552,4483166.8164,2.568
343970.9552,4483166.6164,2.5708
343970.9552,4483166.4164,2.5728
343970.9552,4483166.2164,2.5738
343970.9552,4483166.0164,2.5731
343970.9552,4483165.8164,2.5835
343970.9552,4483165.6164,2.5996
343970.9552,4483165.4164,2.6101
343970.9552,4483165.2164,2.6182
343970.9552,4483165.0164,2.6192
343970.9552,4483164.8164,2.6192
343970.9552,4483164.6164,2.6156
343970.9552,4483164.4164,2.6073
343970.9552,4483164.2164,2.5948
343970.9552,4483164.0164,2.5895
343970.9552,4483163.8164,2.5732
343970.9552,4483163.6164,2.5558
343970.9552,4483163.4164,2.539
343970.9552,4483163.2164,2.5344
343970.9552,4483163.0164,2.5205
343970.9552,4483162.8164,2.5186
343970.9552,4483162.6164,2.519
343970.9552,4483162.4164,2.5142
343970.9552,4483162.2164,2.5242
343970.9552,4483162.0164,2.5204
343970.9552,4483161.8164,2.56
343970.9552,4483161.6164,2.5632
343970.9552,4483161.4164,2.5637
343970.9552,4483161.2164,2.5951
343970.9552,4483161.0164,2.6035
343970.9552,4483160.8164,2.6054
343970.9552,4483160.6164,2.6162
343970.9552,4483160.4164,2.6253
343970.9552,4483160.2164,2.6241
343970.9552,4483160.0164,2.6462
343970.9552,4483159.8164,2.6634
343970.9552,4483159.6164,2.6827
343970.9552,4483159.4164,2.7103
343970.9552,4483159.2164,2.7229
343970.9552,4483159.0164,2.747
343970.9552,4483158.8164,2.7642
343970.9552,4483158.6164,2.7625
343970.9552,4483158.4164,2.7747
343970.9552,4483158.2164,2.7734
343970.9552,4483158.0164,2.7721
343970.9552,4483157.8164,2.7789
343970.9552,4483157.6164,2.7636
343970.9552,4483157.4164,2.738
343970.9552,4483157.2164,2.7145
343970.9552,4483157.0164,2.6909
343970.9552,4483156.8164,2.668
343970.9552,4483156.6164,2.6433
343970.9552,4483156.4164,2.6216
343970.9552,4483156.2164,2.5998
343970.9552,4483156.0164,2.5881
343970.9552,4483155.8164,2.5717
343970.9552,4483155.6164,2.5648
343970.9552,4483155.4164,2.5565
343970.9552,4483155.2164,2.5483
343970.9552,4483155.0164,2.5303
343970.9552,4483154.8164,2.5124
343970.9552,4483154.6164,2.5039
343970.9552,4483154.4164,2.4824
343970.9552,4483154.2164,2.4657
343970.9552,4483154.0164,2.4469
343970.9552,4483153.8164,2.4048
343970.9552,4483153.6164,2.3985
343970.9552,4483153.4164,2.3888
343970.9552,4483153.2164,2.3641
343970.9552,4483153.0164,2.3492
343970.9552,4483152.8164,2.3285
343970.9552,4483152.6164,2.2944
343970.9552,4483152.4164,2.3454
343970.9552,4483152.2164,2.3356
343970.9552,4483152.0164,2.3469
343970.9552,4483151.8164,2.3821
343970.9552,4483151.6164,2.385
343970.9552,4483151.4164,2.3349
343970.9552,4483151.2164,2.3918
343970.9552,4483151.0164,2.4788
343970.9552,4483150.8164,2.4523
343970.9552,4483150.6164,2.5291
343970.9552,4483150.4164,2.5901
343970.9552,4483150.2164,2.66
343970.9552,4483150.0164,2.6755
343970.9552,4483149.8164,2.7308
343970.9552,4483149.6164,2.818
343970.9552,4483149.4164,2.8649
343970.9552,4483149.2164,2.9457
343970.9552,4483149.0164,2.9597
343971.1552,4483193.0164,2.3892
343971.1552,4483192.8164,2.3454
343971.1552,4483192.6164,2.3074
343971.1552,4483192.4164,2.2775
343971.1552,4483192.2164,2.2642
343971.1552,4483192.0164,2.2362
343971.1552,4483191.8164,2.2823
343971.1552,4483191.6164,2.2812
343971.1552,4483191.4164,2.2952
343971.1552,4483191.2164,2.3092
343971.1552,4483191.0164,2.3353
343971.1552,4483190.8164,2.3755
343971.1552,4483190.6164,2.4023
343971.1552,4483190.4164,2.4463
343971.1552,4483190.2164,2.4873
343971.1552,4483190.0164,2.5285
343971.1552,4483189.8164,2.5654
343971.1552,4483189.6164,2.6888
343971.1552,4483189.4164,2.7165
343971.1552,4483189.2164,2.7155
343971.1552,4483189.0164,2.7279
343971.1552,4483188.8164,2.7578
343971.1552,4483188.6164,2.759
343971.1552,4483188.4164,2.7833
343971.1552,4483188.2164,2.7903
343971.1552,4483188.0164,2.8077
343971.1552,4483187.8164,2.834
343971.1552,4483187.6164,2.8544
343971.1552,4483187.4164,2.8789
343971.1552,4483187.2164,2.8955
343971.1552,4483187.0164,2.9361
343971.1552,4483186.8164,2.9363
343971.1552,4483186.6164,2.9594
343971.1552,4483186.4164,2.9862
343971.1552,4483186.2164,3.0081
343971.1552,4483186.0164,3.0264
343971.1552,4483185.8164,3.0399
343971.1552,4483185.6164,3.0329
343971.1552,4483185.4164,3.0445
343971.1552,4483185.2164,3.0758
343971.1552,4483185.0164,3.1013
343971.1552,4483184.8164,3.1147
343971.1552,4483184.6164,3.1201
343971.1552,4483184.4164,3.1473
343971.1552,4483184.2164,3.2051
343971.1552,4483184.0164,3.2393
343971.1552,4483183.8164,3.2802
343971.1552,4483183.6164,3.3468
343971.1552,4483183.4164,3.3998
343971.1552,4483183.2164,3.4543
343971.1552,4483183.0164,3.4822
343971.1552,4483182.8164,3.535
343971.1552,4483182.6164,3.5669
343971.1552,4483182.4164,3.61
343971.1552,4483182.2164,3.6372
343971.1552,4483182.0164,3.6784
343971.1552,4483181.8164,3.74
343971.1552,4483181.6164,3.7662
343971.1552,4483181.4164,3.8066
343971.1552,4483181.2164,3.8486
343971.1552,4483181.0164,3.8609
343971.1552,4483180.8164,3.8726
343971.1552,4483180.6164,3.8466
343971.1552,4483180.4164,3.8404
343971.1552,4483180.2164,3.8146
343971.1552,4483180.0164,3.7834
343971.1552,4483179.8164,3.7576
343971.1552,4483179.6164,3.7159
343971.1552,4483179.4164,3.7069
343971.1552,4483179.2164,3.6938
343971.1552,4483179.0164,3.6497
343971.1552,4483178.8164,3.6138
343971.1552,4483178.6164,3.6023
343971.1552,4483178.4164,3.5841
343971.1552,4483178.2164,3.5345
343971.1552,4483178.0164,3.4929
343971.1552,4483177.8164,3.4529
343971.1552,4483177.6164,3.3873
343971.1552,4483177.4164,3.3545
343971.1552,4483177.2164,3.3315
343971.1552,4483177.0164,3.3065
343971.1552,4483176.8164,3.2725
343971.1552,4483176.6164,3.252
343971.1552,4483176.4164,3.2488
343971.1552,4483176.2164,3.181
343971.1552,4483176.0164,3.08
343971.1552,4483175.8164,3.0294
343971.1552,4483175.6164,2.9426
343971.1552,4483175.4164,2.8248
343971.1552,4483175.2164,2.6947
343971.1552,4483175.0164,2.6183
343971.1552,4483174.8164,2.6964
343971.1552,4483174.6164,2.587
343971.1552,4483174.4164,2.4885
343971.1552,4483174.2164,2.4175
343971.1552,4483174.0164,2.3088
343971.1552,4483173.8164,2.2875
343971.1552,4483173.6164,2.2616
343971.1552,4483173.4164,2.2007
343971.1552,4483173.2164,2.2023
343971.1552,4483173.0164,2.2319
343971.1552,4483172.8164,2.2821
343971.1552,4483172.6164,2.3246
343971.1552,4483172.4164,2.3352
343971.1552,4483172.2164,2.3663
343971.1552,4483172.0164,2.3953
343971.1552,4483171.8164,2.3754
343971.1552,4483171.6164,2.3976
343971.1552,4483171.4164,2.4076
343971.1552,4483171.2164,2.4179
343971.1552,4483171.0164,2.4331
343971.1552,4483170.8164,2.4742
343971.1552,4483170.6164,2.4789
343971.1552,4483170.4164,2.485
343971.1552,4483170.2164,2.5051
343971.1552,4483170.0164,2.5137
